Utterance,Interval,Call_ID,Sentiment_Score,Sentiment,BU,Intent_Cluster,Agent_Name
[],3350,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3360,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3370,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3380,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3390,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3400,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3410,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3420,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3430,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3440,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3450,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3460,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3470,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3480,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3490,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3500,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3510,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3520,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3530,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3540,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3550,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3560,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3570,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3580,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3590,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3600,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3610,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3620,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3630,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3640,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3650,100037,,,Accounts_and_Billing,Billing,Alice Walker
"Okay, thank you for taking care of that. Can I also get a confirmation number for the changes you made to my account?
Customer",60,100037,0.06648126066881349,Positive,Accounts_and_Billing,Billing,Alice Walker
[],70,100037,,,Accounts_and_Billing,Billing,Alice Walker
"Alright, thank you so much for your help.
Customer",70,100037,0.9727355041398172,Positive,Accounts_and_Billing,Billing,Alice Walker
[],3690,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3700,100037,,,Accounts_and_Billing,Billing,Alice Walker
[],3710,100037,,,Accounts_and_Billing,Billing,Alice Walker
"good afternoon. I'm having some issues with my ADT security system. I was wondering if I could get some assistance.
Customer",0,100038,-0.06078647052934616,Negative,Accounts_and_Billing,App Services,James William
[],10,100038,,,Accounts_and_Billing,App Services,James William
"Yeah, it's the alarm system. It's been going off randomly throughout the day. I've tried to arm and disarm it, but it just won't stop beeping.
Customer",20,100038,-0.9090526627970537,Negative,Accounts_and_Billing,App Services,James William
[],30,100038,,,Accounts_and_Billing,App Services,James William
"Yeah, I've checked everything, and it all seems to be closed. I'm not sure what's causing it.
Customer",40,100038,-0.799694799507864,Negative,Accounts_and_Billing,App Services,James William
[],50,100038,,,Accounts_and_Billing,App Services,James William
"Okay, let me get that for you. (pause) Alright, my account number is 123456, and the system ID is ADT1234.
Customer",60,100038,0.0151035742492964,Positive,Accounts_and_Billing,App Services,James William
[],70,100038,,,Accounts_and_Billing,App Services,James William
[],80,100038,,,Accounts_and_Billing,App Services,James William
"Okay, I'll try that. (pause) Yeah, that seems to have fixed it. Thank you so much for your help!
Customer",90,100038,0.9758574130364914,Positive,Accounts_and_Billing,App Services,James William
[],100,100038,,,Accounts_and_Billing,App Services,James William
[],110,100038,,,Accounts_and_Billing,App Services,James William
[],120,100038,,,Accounts_and_Billing,App Services,James William
[],130,100038,,,Accounts_and_Billing,App Services,James William
"good afternoon
Customer",0,100039,0.9365030848671186,Positive,Accounts_and_Billing,Account Services,James William
[],10,100039,,,Accounts_and_Billing,Account Services,James William
"Yeah, my account number is 123456.
Customer",20,100039,0.006155298895824196,Positive,Accounts_and_Billing,Account Services,James William
"I got a notice in the mail saying my payment is overdue, but I could've sworn I paid it.
Customer",30,100039,-0.4962407182666345,Negative,Accounts_and_Billing,Account Services,James William
[],40,100039,,,Accounts_and_Billing,Account Services,James William
[],50,100039,,,Accounts_and_Billing,Account Services,James William
"Yeah, that's what I thought. Can I pay with my credit card?
Customer",60,100039,-0.004518035063441728,Negative,Accounts_and_Billing,Account Services,James William
[],70,100039,,,Accounts_and_Billing,Account Services,James William
"Yeah, it's 1234-5678-9012-3456, and the expiration date is 02/2025.
Customer",80,100039,0.002801846634564592,Positive,Accounts_and_Billing,Account Services,James William
[],90,100039,,,Accounts_and_Billing,Account Services,James William
"No, that's it. Thanks for your help, John.
Customer",100,100039,0.8564876340499027,Positive,Accounts_and_Billing,Account Services,James William
[],110,100039,,,Accounts_and_Billing,Account Services,James William
[],120,100039,,,Accounts_and_Billing,Account Services,James William
"Good afternoon. I'm having some issues with my ADT alarm system.
Customer",0,100040,-0.8436845961258465,Negative,Accounts_and_Billing,Alarm Query,James William
[],10,100040,,,Accounts_and_Billing,Alarm Query,James William
"Yeah, it's been going off randomly throughout the day. I've tried to silence it, but it just keeps going off.
Customer",20,100040,-0.9124184967653339,Negative,Accounts_and_Billing,Alarm Query,James William
"Actually, yes. It seems to happen whenever I open the back door.
Customer",30,100040,0.01768588116812431,Positive,Accounts_and_Billing,Alarm Query,James William
[],40,100040,,,Accounts_and_Billing,Alarm Query,James William
"Yeah, tomorrow would be fine.
Customer",50,100040,0.9059218352299283,Positive,Accounts_and_Billing,Alarm Query,James William
"Okay, that sounds good. Thank you.
Customer",60,100040,0.9740783999547646,Positive,Accounts_and_Billing,Alarm Query,James William
[],70,100040,,,Accounts_and_Billing,Alarm Query,James William
[],80,100040,,,Accounts_and_Billing,Alarm Query,James William
[],90,100040,,,Accounts_and_Billing,Alarm Query,James William
"Good afternoon. I'm calling to inquire about my account services with ADT.
Customer",0,100041,0.03158558799768493,Positive,Accounts_and_Billing,Account Services,David Freeman
[],10,100041,,,Accounts_and_Billing,Account Services,David Freeman
"My account number is 123456.
Customer",20,100041,0.0003299199362614413,Positive,Accounts_and_Billing,Account Services,David Freeman
"I'd like to know more about the alarm monitoring services you offer.
Customer",30,100041,-0.01612267952276702,Negative,Accounts_and_Billing,Account Services,David Freeman
[],40,100041,,,Accounts_and_Billing,Account Services,David Freeman
[],50,100041,,,Accounts_and_Billing,Account Services,David Freeman
"That sounds great. Can you tell me more about the fire protection services you offer?
Customer",60,100041,0.9463835690786979,Positive,Accounts_and_Billing,Account Services,David Freeman
[],70,100041,,,Accounts_and_Billing,Account Services,David Freeman
"I see. I'd like to add the fire protection services to my account. Can you walk me through the process?
Customer",80,100041,3.059257674054017e-05,Positive,Accounts_and_Billing,Account Services,David Freeman
[],90,100041,,,Accounts_and_Billing,Account Services,David Freeman
"Yes, my address is 123 Main St and my phone number is 555-555-5555.
Customer",100,100041,0.004582118192448414,Positive,Accounts_and_Billing,Account Services,David Freeman
[],110,100041,,,Accounts_and_Billing,Account Services,David Freeman
[],120,100041,,,Accounts_and_Billing,Account Services,David Freeman
[],130,100041,,,Accounts_and_Billing,Account Services,David Freeman
[],140,100041,,,Accounts_and_Billing,Account Services,David Freeman
"Good afternoon. I'm having some issues with my ADT security system. It was installed last week, but it's not working properly.
Customer",0,100042,-0.9341274331705349,Negative,Accounts_and_Billing,Installation,David Freeman
[],10,100042,,,Accounts_and_Billing,Installation,David Freeman
"Yeah, it's not arming. I've tried to arm it multiple times, but it just won't work. I've also noticed that the sensors are not responding.
Customer",20,100042,-0.9278196146464708,Negative,Accounts_and_Billing,Installation,David Freeman
[],30,100042,,,Accounts_and_Billing,Installation,David Freeman
"Yeah, I've tried restarting it, but that didn't work. And the power source is fine, I've checked that already.
Customer",40,100042,-0.0675181939396634,Negative,Accounts_and_Billing,Installation,David Freeman
"Okay, my account number is 123456.
Customer",50,100042,0.001256620039713552,Positive,Accounts_and_Billing,Installation,David Freeman
[],60,100042,,,Accounts_and_Billing,Installation,David Freeman
"Okay, I'll try it now. (pause) Yeah, it's still not working.
Customer",70,100042,-0.9228699007236997,Negative,Accounts_and_Billing,Installation,David Freeman
[],80,100042,,,Accounts_and_Billing,Installation,David Freeman
"Yeah, tomorrow would be fine.
Customer",90,100042,0.9059218352299283,Positive,Accounts_and_Billing,Installation,David Freeman
[],100,100042,,,Accounts_and_Billing,Installation,David Freeman
[],110,100042,,,Accounts_and_Billing,Installation,David Freeman
[],120,100042,,,Accounts_and_Billing,Installation,David Freeman
[],130,100042,,,Accounts_and_Billing,Installation,David Freeman
"good afternoon
Customer",0,100043,0.9365030848671186,Positive,Accounts_and_Billing,Alarm Query,David Freeman
[],10,100043,,,Accounts_and_Billing,Alarm Query,David Freeman
"Hi John, thanks for taking my call. I'm having some issues with my alarm system. It's been going off randomly throughout the day.
Customer",20,100043,-0.04683242686702638,Negative,Accounts_and_Billing,Alarm Query,David Freeman
[],30,100043,,,Accounts_and_Billing,Alarm Query,David Freeman
"It started yesterday, and it seems to be happening every few hours. I haven't noticed anything out of the ordinary, but I did have some workers doing some renovations in the house yesterday.
Customer",40,100043,-0.008334857464707968,Negative,Accounts_and_Billing,Alarm Query,David Freeman
[],50,100043,,,Accounts_and_Billing,Alarm Query,David Freeman
"Yeah, tomorrow would be fine.
Customer",60,100043,0.9059218352299283,Positive,Accounts_and_Billing,Alarm Query,David Freeman
"Okay, sounds good. Thanks for your help, John.
Customer",70,100043,0.9671593866843885,Positive,Accounts_and_Billing,Alarm Query,David Freeman
[],80,100043,,,Accounts_and_Billing,Alarm Query,David Freeman
[],90,100043,,,Accounts_and_Billing,Alarm Query,David Freeman
[],100,100043,,,Accounts_and_Billing,Alarm Query,David Freeman
"good afternoon. I'm calling to inquire about my account. I received a notice that my payment is overdue.
Customer",0,100044,-0.001480170585300256,Negative,Accounts_and_Billing,Account Services,David Freeman
[],10,100044,,,Accounts_and_Billing,Account Services,David Freeman
"It's 1234567.
Customer",20,100044,0.000144995847819851,Positive,Accounts_and_Billing,Account Services,David Freeman
[],30,100044,,,Accounts_and_Billing,Account Services,David Freeman
"Yes, I'd like to make a payment. But can you also tell me why I didn't receive a reminder call or email?
Customer",40,100044,-0.6407990781243502,Negative,Accounts_and_Billing,Account Services,David Freeman
[],50,100044,,,Accounts_and_Billing,Account Services,David Freeman
"I'll use my credit card.
Customer",60,100044,0.001975402979613045,Positive,Accounts_and_Billing,Account Services,David Freeman
"It's 1234-5678-9012-3456, and the expiration date is 02/2025.
Customer",70,100044,0.0002283564633449031,Positive,Accounts_and_Billing,Account Services,David Freeman
[],80,100044,,,Accounts_and_Billing,Account Services,David Freeman
[],90,100044,,,Accounts_and_Billing,Account Services,David Freeman
[],100,100044,,,Accounts_and_Billing,Account Services,David Freeman
[],110,100044,,,Accounts_and_Billing,Account Services,David Freeman
"Good afternoon. I'm having some issues with my alarm system. It's not working properly.
Customer",0,100045,-0.9418284332544182,Negative,Accounts_and_Billing,Alarm Query,David Freeman
[],10,100045,,,Accounts_and_Billing,Alarm Query,David Freeman
"Yeah, it's not arming properly. I've tried to arm it multiple times, but it just won't work.
Customer",20,100045,-0.9436349307095001,Negative,Accounts_and_Billing,Alarm Query,David Freeman
[],30,100045,,,Accounts_and_Billing,Alarm Query,David Freeman
"Yeah, I've checked them and they seem fine. I'm not sure what's going on.
Customer",40,100045,-0.04298654599913121,Negative,Accounts_and_Billing,Alarm Query,David Freeman
[],50,100045,,,Accounts_and_Billing,Alarm Query,David Freeman
"Okay. My account number is 123456.
Customer",60,100045,0.001184338500830218,Positive,Accounts_and_Billing,Alarm Query,David Freeman
[],70,100045,,,Accounts_and_Billing,Alarm Query,David Freeman
"Yeah, it's showing an error code 345.
Customer",80,100045,-0.4536983718171275,Negative,Accounts_and_Billing,Alarm Query,David Freeman
[],90,100045,,,Accounts_and_Billing,Alarm Query,David Freeman
[],100,100045,,,Accounts_and_Billing,Alarm Query,David Freeman
"Yeah, I'd prefer today if possible.
Customer",110,100045,-0.2078395182486309,Negative,Accounts_and_Billing,Alarm Query,David Freeman
[],120,100045,,,Accounts_and_Billing,Alarm Query,David Freeman
[],130,100045,,,Accounts_and_Billing,Alarm Query,David Freeman
[],140,100045,,,Accounts_and_Billing,Alarm Query,David Freeman
"good afternoon
Customer",0,100046,0.9365030848671186,Positive,Accounts_and_Billing,App Services,David Freeman
[],10,100046,,,Accounts_and_Billing,App Services,David Freeman
"Hi John, thanks for taking my call. I'm having some issues with my ADT security system. It's not armoring properly.
Customer",20,100046,-0.6740590604615169,Negative,Accounts_and_Billing,App Services,David Freeman
[],30,100046,,,Accounts_and_Billing,App Services,David Freeman
[],40,100046,,,Accounts_and_Billing,App Services,David Freeman
"I have the ADT Pulse system, and I noticed it yesterday evening when I was trying to arm it remotely.
Customer",50,100046,0.01603275072387716,Positive,Accounts_and_Billing,App Services,David Freeman
[],60,100046,,,Accounts_and_Billing,App Services,David Freeman
"Okay, I've tried to arm it again, and it's saying 'System Not Ready'.
Customer",70,100046,-0.7499138044951391,Negative,Accounts_and_Billing,App Services,David Freeman
[],80,100046,,,Accounts_and_Billing,App Services,David Freeman
[],90,100046,,,Accounts_and_Billing,App Services,David Freeman
"Yes, everything is closed.
Customer",100,100046,-0.9438501486355882,Negative,Accounts_and_Billing,App Services,David Freeman
[],110,100046,,,Accounts_and_Billing,App Services,David Freeman
"That sounds great, thank you. When can I expect the technician to arrive?
Customer",120,100046,0.9708212967198769,Positive,Accounts_and_Billing,App Services,David Freeman
[],130,100046,,,Accounts_and_Billing,App Services,David Freeman
"Yes, that works perfect. Thank you so much for your help, John.
Customer",140,100046,0.9822646130717642,Positive,Accounts_and_Billing,App Services,David Freeman
[],150,100046,,,Accounts_and_Billing,App Services,David Freeman
[],160,100046,,,Accounts_and_Billing,App Services,David Freeman
[],170,100046,,,Accounts_and_Billing,App Services,David Freeman
"Good afternoon. I'm calling to inquire about my account.
Customer",0,100047,0.0691423461192931,Positive,Accounts_and_Billing,Account Services,James William
[],10,100047,,,Accounts_and_Billing,Account Services,James William
"My account number is 123456.
Customer",20,100047,0.0003299199362614413,Positive,Accounts_and_Billing,Account Services,James William
"I'd like to know my current balance and when my next payment is due.
Customer",30,100047,-0.0003253908274172268,Negative,Accounts_and_Billing,Account Services,James William
[],40,100047,,,Accounts_and_Billing,Account Services,James William
"Okay, that sounds right. Can you also tell me about any promotions or discounts that I might be eligible for?
Customer",50,100047,0.5355730019107622,Positive,Accounts_and_Billing,Account Services,James William
[],60,100047,,,Accounts_and_Billing,Account Services,James William
[],70,100047,,,Accounts_and_Billing,Account Services,James William
[],80,100047,,,Accounts_and_Billing,Account Services,James William
[],90,100047,,,Accounts_and_Billing,Account Services,James William
[],100,100047,,,Accounts_and_Billing,Account Services,James William
[],110,100047,,,Accounts_and_Billing,Account Services,James William
[],120,100047,,,Accounts_and_Billing,Account Services,James William
[],130,100047,,,Accounts_and_Billing,Account Services,James William
[],140,100047,,,Accounts_and_Billing,Account Services,James William
[],150,100047,,,Accounts_and_Billing,Account Services,James William
[],160,100047,,,Accounts_and_Billing,Account Services,James William
[],170,100047,,,Accounts_and_Billing,Account Services,James William
[],180,100047,,,Accounts_and_Billing,Account Services,James William
[],190,100047,,,Accounts_and_Billing,Account Services,James William
[],200,100047,,,Accounts_and_Billing,Account Services,James William
[],210,100047,,,Accounts_and_Billing,Account Services,James William
[],220,100047,,,Accounts_and_Billing,Account Services,James William
[],230,100047,,,Accounts_and_Billing,Account Services,James William
[],240,100047,,,Accounts_and_Billing,Account Services,James William
[],250,100047,,,Accounts_and_Billing,Account Services,James William
[],260,100047,,,Accounts_and_Billing,Account Services,James William
[],270,100047,,,Accounts_and_Billing,Account Services,James William
[],280,100047,,,Accounts_and_Billing,Account Services,James William
[],290,100047,,,Accounts_and_Billing,Account Services,James William
[],300,100047,,,Accounts_and_Billing,Account Services,James William
[],310,100047,,,Accounts_and_Billing,Account Services,James William
[],320,100047,,,Accounts_and_Billing,Account Services,James William
[],330,100047,,,Accounts_and_Billing,Account Services,James William
[],340,100047,,,Accounts_and_Billing,Account Services,James William
[],350,100047,,,Accounts_and_Billing,Account Services,James William
[],360,100047,,,Accounts_and_Billing,Account Services,James William
[],370,100047,,,Accounts_and_Billing,Account Services,James William
[],380,100047,,,Accounts_and_Billing,Account Services,James William
[],390,100047,,,Accounts_and_Billing,Account Services,James William
[],400,100047,,,Accounts_and_Billing,Account Services,James William
[],410,100047,,,Accounts_and_Billing,Account Services,James William
[],420,100047,,,Accounts_and_Billing,Account Services,James William
[],430,100047,,,Accounts_and_Billing,Account Services,James William
[],440,100047,,,Accounts_and_Billing,Account Services,James William
[],450,100047,,,Accounts_and_Billing,Account Services,James William
[],460,100047,,,Accounts_and_Billing,Account Services,James William
[],470,100047,,,Accounts_and_Billing,Account Services,James William
[],480,100047,,,Accounts_and_Billing,Account Services,James William
[],490,100047,,,Accounts_and_Billing,Account Services,James William
[],500,100047,,,Accounts_and_Billing,Account Services,James William
[],510,100047,,,Accounts_and_Billing,Account Services,James William
[],520,100047,,,Accounts_and_Billing,Account Services,James William
[],530,100047,,,Accounts_and_Billing,Account Services,James William
[],540,100047,,,Accounts_and_Billing,Account Services,James William
[],550,100047,,,Accounts_and_Billing,Account Services,James William
[],560,100047,,,Accounts_and_Billing,Account Services,James William
[],570,100047,,,Accounts_and_Billing,Account Services,James William
[],580,100047,,,Accounts_and_Billing,Account Services,James William
[],590,100047,,,Accounts_and_Billing,Account Services,James William
[],600,100047,,,Accounts_and_Billing,Account Services,James William
[],610,100047,,,Accounts_and_Billing,Account Services,James William
[],620,100047,,,Accounts_and_Billing,Account Services,James William
[],630,100047,,,Accounts_and_Billing,Account Services,James William
[],640,100047,,,Accounts_and_Billing,Account Services,James William
[],650,100047,,,Accounts_and_Billing,Account Services,James William
[],660,100047,,,Accounts_and_Billing,Account Services,James William
[],670,100047,,,Accounts_and_Billing,Account Services,James William
[],680,100047,,,Accounts_and_Billing,Account Services,James William
[],690,100047,,,Accounts_and_Billing,Account Services,James William
[],700,100047,,,Accounts_and_Billing,Account Services,James William
[],710,100047,,,Accounts_and_Billing,Account Services,James William
[],720,100047,,,Accounts_and_Billing,Account Services,James William
[],730,100047,,,Accounts_and_Billing,Account Services,James William
[],740,100047,,,Accounts_and_Billing,Account Services,James William
[],750,100047,,,Accounts_and_Billing,Account Services,James William
[],760,100047,,,Accounts_and_Billing,Account Services,James William
[],770,100047,,,Accounts_and_Billing,Account Services,James William
[],780,100047,,,Accounts_and_Billing,Account Services,James William
[],790,100047,,,Accounts_and_Billing,Account Services,James William
[],800,100047,,,Accounts_and_Billing,Account Services,James William
[],810,100047,,,Accounts_and_Billing,Account Services,James William
[],820,100047,,,Accounts_and_Billing,Account Services,James William
[],830,100047,,,Accounts_and_Billing,Account Services,James William
[],840,100047,,,Accounts_and_Billing,Account Services,James William
[],850,100047,,,Accounts_and_Billing,Account Services,James William
[],860,100047,,,Accounts_and_Billing,Account Services,James William
[],870,100047,,,Accounts_and_Billing,Account Services,James William
[],880,100047,,,Accounts_and_Billing,Account Services,James William
[],890,100047,,,Accounts_and_Billing,Account Services,James William
[],900,100047,,,Accounts_and_Billing,Account Services,James William
[],910,100047,,,Accounts_and_Billing,Account Services,James William
[],920,100047,,,Accounts_and_Billing,Account Services,James William
[],930,100047,,,Accounts_and_Billing,Account Services,James William
[],940,100047,,,Accounts_and_Billing,Account Services,James William
[],950,100047,,,Accounts_and_Billing,Account Services,James William
[],960,100047,,,Accounts_and_Billing,Account Services,James William
[],970,100047,,,Accounts_and_Billing,Account Services,James William
[],980,100047,,,Accounts_and_Billing,Account Services,James William
[],990,100047,,,Accounts_and_Billing,Account Services,James William
[],1000,100047,,,Accounts_and_Billing,Account Services,James William
[],1010,100047,,,Accounts_and_Billing,Account Services,James William
[],1020,100047,,,Accounts_and_Billing,Account Services,James William
[],1030,100047,,,Accounts_and_Billing,Account Services,James William
[],1040,100047,,,Accounts_and_Billing,Account Services,James William
[],1050,100047,,,Accounts_and_Billing,Account Services,James William
[],1060,100047,,,Accounts_and_Billing,Account Services,James William
[],1070,100047,,,Accounts_and_Billing,Account Services,James William
[],1080,100047,,,Accounts_and_Billing,Account Services,James William
[],1090,100047,,,Accounts_and_Billing,Account Services,James William
[],1100,100047,,,Accounts_and_Billing,Account Services,James William
[],1110,100047,,,Accounts_and_Billing,Account Services,James William
[],1120,100047,,,Accounts_and_Billing,Account Services,James William
[],1130,100047,,,Accounts_and_Billing,Account Services,James William
[],1140,100047,,,Accounts_and_Billing,Account Services,James William
[],1150,100047,,,Accounts_and_Billing,Account Services,James William
[],1160,100047,,,Accounts_and_Billing,Account Services,James William
[],1170,100047,,,Accounts_and_Billing,Account Services,James William
[],1180,100047,,,Accounts_and_Billing,Account Services,James William
[],1190,100047,,,Accounts_and_Billing,Account Services,James William
[],1200,100047,,,Accounts_and_Billing,Account Services,James William
[],1210,100047,,,Accounts_and_Billing,Account Services,James William
[],1220,100047,,,Accounts_and_Billing,Account Services,James William
[],1230,100047,,,Accounts_and_Billing,Account Services,James William
[],1240,100047,,,Accounts_and_Billing,Account Services,James William
[],1250,100047,,,Accounts_and_Billing,Account Services,James William
[],1260,100047,,,Accounts_and_Billing,Account Services,James William
[],1270,100047,,,Accounts_and_Billing,Account Services,James William
[],1280,100047,,,Accounts_and_Billing,Account Services,James William
[],1290,100047,,,Accounts_and_Billing,Account Services,James William
[],1300,100047,,,Accounts_and_Billing,Account Services,James William
[],1310,100047,,,Accounts_and_Billing,Account Services,James William
[],1320,100047,,,Accounts_and_Billing,Account Services,James William
[],1330,100047,,,Accounts_and_Billing,Account Services,James William
[],1340,100047,,,Accounts_and_Billing,Account Services,James William
[],1350,100047,,,Accounts_and_Billing,Account Services,James William
[],1360,100047,,,Accounts_and_Billing,Account Services,James William
[],1370,100047,,,Accounts_and_Billing,Account Services,James William
[],1380,100047,,,Accounts_and_Billing,Account Services,James William
[],1390,100047,,,Accounts_and_Billing,Account Services,James William
[],1400,100047,,,Accounts_and_Billing,Account Services,James William
[],1410,100047,,,Accounts_and_Billing,Account Services,James William
[],1420,100047,,,Accounts_and_Billing,Account Services,James William
[],1430,100047,,,Accounts_and_Billing,Account Services,James William
[],1440,100047,,,Accounts_and_Billing,Account Services,James William
[],1450,100047,,,Accounts_and_Billing,Account Services,James William
[],1460,100047,,,Accounts_and_Billing,Account Services,James William
[],1470,100047,,,Accounts_and_Billing,Account Services,James William
[],1480,100047,,,Accounts_and_Billing,Account Services,James William
[],1490,100047,,,Accounts_and_Billing,Account Services,James William
[],1500,100047,,,Accounts_and_Billing,Account Services,James William
[],1510,100047,,,Accounts_and_Billing,Account Services,James William
[],1520,100047,,,Accounts_and_Billing,Account Services,James William
[],1530,100047,,,Accounts_and_Billing,Account Services,James William
[],1540,100047,,,Accounts_and_Billing,Account Services,James William
[],1550,100047,,,Accounts_and_Billing,Account Services,James William
[],1560,100047,,,Accounts_and_Billing,Account Services,James William
[],1570,100047,,,Accounts_and_Billing,Account Services,James William
[],1580,100047,,,Accounts_and_Billing,Account Services,James William
[],1590,100047,,,Accounts_and_Billing,Account Services,James William
[],1600,100047,,,Accounts_and_Billing,Account Services,James William
[],1610,100047,,,Accounts_and_Billing,Account Services,James William
[],1620,100047,,,Accounts_and_Billing,Account Services,James William
[],1630,100047,,,Accounts_and_Billing,Account Services,James William
[],1640,100047,,,Accounts_and_Billing,Account Services,James William
[],1650,100047,,,Accounts_and_Billing,Account Services,James William
[],1660,100047,,,Accounts_and_Billing,Account Services,James William
[],1670,100047,,,Accounts_and_Billing,Account Services,James William
[],1680,100047,,,Accounts_and_Billing,Account Services,James William
[],1690,100047,,,Accounts_and_Billing,Account Services,James William
[],1700,100047,,,Accounts_and_Billing,Account Services,James William
[],1710,100047,,,Accounts_and_Billing,Account Services,James William
[],1720,100047,,,Accounts_and_Billing,Account Services,James William
[],1730,100047,,,Accounts_and_Billing,Account Services,James William
[],1740,100047,,,Accounts_and_Billing,Account Services,James William
[],1750,100047,,,Accounts_and_Billing,Account Services,James William
[],1760,100047,,,Accounts_and_Billing,Account Services,James William
[],1770,100047,,,Accounts_and_Billing,Account Services,James William
[],1780,100047,,,Accounts_and_Billing,Account Services,James William
[],1790,100047,,,Accounts_and_Billing,Account Services,James William
[],1800,100047,,,Accounts_and_Billing,Account Services,James William
[],1810,100047,,,Accounts_and_Billing,Account Services,James William
[],1820,100047,,,Accounts_and_Billing,Account Services,James William
[],1830,100047,,,Accounts_and_Billing,Account Services,James William
[],1840,100047,,,Accounts_and_Billing,Account Services,James William
[],1850,100047,,,Accounts_and_Billing,Account Services,James William
[],1860,100047,,,Accounts_and_Billing,Account Services,James William
[],1870,100047,,,Accounts_and_Billing,Account Services,James William
[],1880,100047,,,Accounts_and_Billing,Account Services,James William
[],1890,100047,,,Accounts_and_Billing,Account Services,James William
[],1900,100047,,,Accounts_and_Billing,Account Services,James William
[],1910,100047,,,Accounts_and_Billing,Account Services,James William
[],1920,100047,,,Accounts_and_Billing,Account Services,James William
[],1930,100047,,,Accounts_and_Billing,Account Services,James William
[],1940,100047,,,Accounts_and_Billing,Account Services,James William
[],1950,100047,,,Accounts_and_Billing,Account Services,James William
[],1960,100047,,,Accounts_and_Billing,Account Services,James William
[],1970,100047,,,Accounts_and_Billing,Account Services,James William
[],1980,100047,,,Accounts_and_Billing,Account Services,James William
[],1990,100047,,,Accounts_and_Billing,Account Services,James William
[],2000,100047,,,Accounts_and_Billing,Account Services,James William
[],2010,100047,,,Accounts_and_Billing,Account Services,James William
[],2020,100047,,,Accounts_and_Billing,Account Services,James William
[],2030,100047,,,Accounts_and_Billing,Account Services,James William
[],2040,100047,,,Accounts_and_Billing,Account Services,James William
[],2050,100047,,,Accounts_and_Billing,Account Services,James William
[],2060,100047,,,Accounts_and_Billing,Account Services,James William
[],2070,100047,,,Accounts_and_Billing,Account Services,James William
[],2080,100047,,,Accounts_and_Billing,Account Services,James William
[],2090,100047,,,Accounts_and_Billing,Account Services,James William
[],2100,100047,,,Accounts_and_Billing,Account Services,James William
[],2110,100047,,,Accounts_and_Billing,Account Services,James William
[],2120,100047,,,Accounts_and_Billing,Account Services,James William
[],2130,100047,,,Accounts_and_Billing,Account Services,James William
[],2140,100047,,,Accounts_and_Billing,Account Services,James William
[],2150,100047,,,Accounts_and_Billing,Account Services,James William
[],2160,100047,,,Accounts_and_Billing,Account Services,James William
[],2170,100047,,,Accounts_and_Billing,Account Services,James William
[],2180,100047,,,Accounts_and_Billing,Account Services,James William
[],2190,100047,,,Accounts_and_Billing,Account Services,James William
[],2200,100047,,,Accounts_and_Billing,Account Services,James William
[],2210,100047,,,Accounts_and_Billing,Account Services,James William
[],2220,100047,,,Accounts_and_Billing,Account Services,James William
[],2230,100047,,,Accounts_and_Billing,Account Services,James William
[],2240,100047,,,Accounts_and_Billing,Account Services,James William
[],2250,100047,,,Accounts_and_Billing,Account Services,James William
[],2260,100047,,,Accounts_and_Billing,Account Services,James William
[],2270,100047,,,Accounts_and_Billing,Account Services,James William
[],2280,100047,,,Accounts_and_Billing,Account Services,James William
[],2290,100047,,,Accounts_and_Billing,Account Services,James William
[],2300,100047,,,Accounts_and_Billing,Account Services,James William
[],2310,100047,,,Accounts_and_Billing,Account Services,James William
[],2320,100047,,,Accounts_and_Billing,Account Services,James William
[],2330,100047,,,Accounts_and_Billing,Account Services,James William
[],2340,100047,,,Accounts_and_Billing,Account Services,James William
[],2350,100047,,,Accounts_and_Billing,Account Services,James William
